direction,signal_time,entry_time,exit_time,entry_price,exit_price,stop_loss,take_profit,exit_reason,profit_jpy,balance_jpy,rsi14,ema20,ema50,atr14
SELL,2026-07-31 09:45:00,2026-07-31 09:50:00,2026-07-31 09:50:00,160.269,160.0781006146455,160.396266256903,160.0781006146455,TAKE_PROFIT,190.89938535449846,9806.566406036836,36.57429235574325,160.48908750090575,160.5253477145836,0.1272662569029939
SELL,2026-07-31 09:55:00,2026-07-31 10:00:00,2026-07-31 10:05:00,160.282,160.43211223171738,160.43211223171738,160.05683165242394,STOP_LOSS,-150.11223171737242,9656.454174319464,41.37840929235114,160.43574282953966,160.49973927824502,0.150112231717376
SELL,2026-07-31 10:10:00,2026-07-31 10:15:00,2026-07-31 10:20:00,160.344,160.48342987357253,160.48342987357253,160.13485518964117,STOP_LOSS,-139.42987357253855,9517.024300746925,44.7523771242303,160.42186028159082,160.4865705825531,0.13942987357255127
SELL,2026-07-31 10:45:00,2026-07-31 10:50:00,2026-07-31 11:10:00,160.358,160.49458008827955,160.49458008827955,160.1531298675807,STOP_LOSS,-136.58008827954404,9380.44421246738,44.71717011741234,160.4481900781205,160.48320903444446,0.13658008827953566
SELL,2026-07-31 11:15:00,2026-07-31 11:20:00,2026-07-31 11:40:00,160.223,160.00337212997022,160.36941858001987,160.00337212997022,TAKE_PROFIT,219.62787002979667,9600.072082497178,41.57607421311639,160.37792255544161,160.44249270292678,0.14641858001986469
SELL,2026-07-31 11:45:00,2026-07-31 11:50:00,2026-07-31 11:50:00,160.014,160.15191125227466,160.15191125227466,159.80713312158804,STOP_LOSS,-137.91125227464818,9462.160830222529,34.8481055246141,160.25941947096476,160.374883293446,0.13791125227465606
SELL,2026-07-31 12:05:00,2026-07-31 12:10:00,2026-07-31 12:10:00,159.28,159.57010884205062,159.57010884205062,158.84483673692407,STOP_LOSS,-290.10884205061416,9172.051988171914,31.615971280397872,159.9465964946478,160.22007979555093,0.2901088420506146
SELL,2026-07-31 12:15:00,2026-07-31 12:20:00,2026-07-31 12:20:00,159.497,159.78441017503346,159.78441017503346,159.06588473744986,STOP_LOSS,-287.41017503344324,8884.64181313847,38.54750907249534,159.8692184457321,160.16629588201374,0.2874101750334369
SELL,2026-07-31 12:25:00,2026-07-31 12:30:00,2026-07-31 13:15:00,159.847,160.12278224275843,160.12278224275843,159.4333266358624,STOP_LOSS,-275.78224275842445,8608.859570380046,47.45511675089819,159.85768221974894,160.13846459543058,0.2757822427584228
SELL,2026-07-31 13:25:00,2026-07-31 13:30:00,2026-07-31 14:20:00,159.95,160.1452591019916,160.1452591019916,159.65711134701257,STOP_LOSS,-195.2591019916099,8413.600468388435,49.982506378721695,159.92396627671326,160.06309640465346,0.19525910199160684
BUY,2026-07-31 14:55:00,2026-07-31 15:00:00,2026-07-31 15:35:00,160.224,160.3955128218091,160.10965811879393,160.3955128218091,TAKE_PROFIT,171.51282180910243,8585.113290197538,61.05342024262155,160.08191463146002,160.07546078669742,0.11434188120606555
BUY,2026-07-31 15:45:00,2026-07-31 15:50:00,2026-07-31 15:55:00,160.41199999999998,160.3125046517705,160.3125046517705,160.5612430223442,STOP_LOSS,-99.4953482294818,8485.617941968056,67.49092898381413,160.24608506378584,160.15958729249104,0.09949534822948781
BUY,2026-07-31 16:00:00,2026-07-31 16:05:00,2026-07-31 16:15:00,160.357,160.503684190995,160.25921053933666,160.503684190995,TAKE_PROFIT,146.6841909949892,8632.302132963045,60.57404906664529,160.27296355172308,160.18113201841132,0.09778946066333231
SELL,2026-07-31 16:40:00,2026-07-31 16:45:00,2026-07-31 16:45:00,159.574,159.7880428616555,159.7880428616555,159.25293570751677,STOP_LOSS,-214.0428616554857,8418.25927130756,34.55050259203601,159.96717172134834,160.0677887228575,0.21404286165549372
SELL,2026-07-31 16:50:00,2026-07-31 16:55:00,2026-07-31 17:00:00,159.429,159.0786180335221,159.66258797765192,159.0786180335221,TAKE_PROFIT,350.3819664778973,8768.641237785456,31.08306267172935,159.87656460636452,160.02175191218026,0.2335879776519307
SELL,2026-07-31 17:05:00,2026-07-31 17:10:00,2026-07-31 17:35:00,159.266,159.51410451417684,159.51410451417684,158.8938432287347,STOP_LOSS,-248.10451417684476,8520.536723608611,30.276562865162546,159.73202879117312,159.94278168062132,0.24810451417685658
SELL,2026-07-31 17:40:00,2026-07-31 17:45:00,2026-07-31 18:05:00,159.353,159.02819341954134,159.5695377203058,159.02819341954134,TAKE_PROFIT,324.80658045867017,8845.34330406728,38.66152871274185,159.51706349418498,159.78640470171732,0.21653772030577215
SELL,2026-07-31 18:10:00,2026-07-31 18:15:00,2026-07-31 18:25:00,159.136,159.36183763623833,159.36183763623833,158.7972435456425,STOP_LOSS,-225.83763623833875,8619.505667828942,35.44467808407805,159.39942183311368,159.6755434355048,0.2258376362383309
SELL,2026-07-31 18:30:00,2026-07-31 18:35:00,2026-07-31 20:05:00,159.292,159.4993429489953,159.4993429489953,158.98098557650707,STOP_LOSS,-207.34294899529004,8412.162718833652,43.54931476658524,159.36317276604507,159.61817782539524,0.20734294899528774
SELL,2026-07-31 20:20:00,2026-07-31 20:25:00,2026-07-31 20:25:00,159.229,159.3572359439109,159.3572359439109,159.03664608413368,STOP_LOSS,-128.23594391088022,8283.926774922771,44.06182165819076,159.31824076248157,159.42493756147564,0.12823594391088078
SELL,2026-07-31 20:55:00,2026-07-31 21:00:00,2026-07-31 21:05:00,158.491,158.73211953285895,158.73211953285895,158.12932070071162,STOP_LOSS,-241.1195328589315,8042.80724206384,37.19535415692639,158.84669832042982,159.17247523946048,0.2411195328589272
SELL,2026-07-31 21:10:00,2026-07-31 21:15:00,2026-07-31 21:45:00,158.723,158.97409133152007,158.97409133152007,158.34636300271993,STOP_LOSS,-251.09133152005825,7791.715910543782,44.966128096128934,158.79315427921694,159.1118830423237,0.2510913315200677
SELL,2026-07-31 22:00:00,2026-07-31 22:05:00,2026-07-31 22:20:00,158.878,159.06798997932773,159.06798997932773,158.59301503100835,STOP_LOSS,-189.98997932774842,7601.725931216034,49.9946765821742,158.8447225281206,159.02965742100153,0.18998997932775497
SELL,2026-07-31 23:05:00,2026-07-31 23:10:00,2026-07-31 23:10:00,158.789,158.94313658897192,158.94313658897192,158.55779511654208,STOP_LOSS,-154.13658897193727,7447.589342244097,41.68511735490311,158.9921466272076,159.03734585950693,0.15413658897194474
